"역시 화제성이 엄청나네, 대한민국  연예인  중에 이만한  스타도 없지, 어린 나이에 모든 것을 다 이룬 사람에게 존경은 하되  미워하지는 말자",0
가족들이랑 해외여행 좋겠다！！ 사진도 예쁘고,0
진짜 이뻐~♡,0
너어무 이뻐 징짱,0
얼굴도 이쁘고 맘도 예쁜 사람,0
언제까지 소녀소녀 할래? 벌써 나이가 28인데. ㅎㅎ,0
이뿐것들이야 방송계  널리고 널렸지만~~  아이유처럼 이뿌고 사랑스럽고 귀엽고 연기잘하고 노래잘하는앤 없지~~♡,0
탑스타 앞에서 개쉬크한 댕댕이 보며 웃었음. 새해에도 행복가득 예쁜 모습 기대합니다.,0
ㅜㅜㅜㅜㅜㅜㅜ넘 이쁘고 사랑스럽고ㅠㅠㅠ최고당,0
예쁘당,0
이쁘다 ㅠㅠㅠㅠ설날 재밌게보내요오,0
예쁘고 사랑스럽당,0
토끼상이네,0
아이고 지은아 격하게 아낀다,0
설날잘 보내요.,0
예쁘다♥.♥,0
예쁘다ㅎㅎ 사진 잘 찍었네,0
귀여워.. 자유로워보여서 좋아요!!!,0
해피설날??,0
예쁘다ㅜㅜㅜ 푹 쉬고 왔길,0
옷스타일 너무 맘에든다 내스탈,0
잘 쉬고있나보네,0
너무 귀여워,0
어린이 같아요 ??,0
멋지고 이쁘다 보는 것만으로 행복해??,0
너무이쁘다,0
연휴에도 열일하는 얼굴 최고야??,0
이뻐요 앞으로의 활동도 기대할게요,0
노래도 연기도 야무지게 잘하고여기저기 귀얇아지지않고 바른길만 택해 가는거같아 똑순이야,0
곱창밴드유행할듯 ㅎㅎㅎ,0
여자가봐도 너무 앙증맞고 사랑스러워서 껴안고 쓰담고싶음 ㅋ,0
사랑스럽지,0
너무귀엽고예뻐,0
늘 노력하고 생각있는 연옌. 인성이 젤 갑! 응원해!,0
진짜이쁘네요,0
보기만 해도 기분 좋아지는 사람,0
아 진짜 예쁘다,0
언니 너무 예뻐요,0
너므이뽀,0
"팬은 아니지만 냉정하게 평가해서 실력,외모,인성 3박자를 겸한 몇 안되는 연예인이다 장군으로 따지면 문무를 겸비한거 처럼...",0
알프스 소녀같다,0
이뻐이뻐짱이뻐,0
이쁘고 사랑스러운 징짱ㅠㅠ????,0
천사구나♥♥+,0
사진에서 편안함이 느껴진다~,0
행복하렴~~,0
너무 예뿌다,0
매우 귀엽고 예쁘다,0
참 좋다,0
요즘 사복패션 넘 내 취향인데?,0
이쁘고 사랑스러운 사람 올해 활동도 기대할게♡,0
진짜 러블리하다??,0
저 곱창머리끈 엄지가 만들어준거 아님?ㅋㅋㅋ 엄지 진짜 개뿌듯하겠다,0
사진분위기 다 이쁘고 취저 짱짱 징짱????????,0
자연스러운면서 분위기 있는 사진들,0
응원할께요  힘들게 살았는데  성공해서 좋은 일도 많이 하는 사람  #항상 건강하기를,0
오구오구 넘 예쁘당,0
진짜 너무 예쁘고 귀여워ㅠㅠㅠㅠㅠ,0
편해보이고 포근하게 옷도 잘 입는 것 같아요! 패션의 완성이 얼굴인 걸 수도 있지만 편의성 실용성 보온성 잘 챙겨 입는 거 같아 옷 스타일 제가 좋아하는 스타일입니다^^ 분위기도 포근 훈훈한게 참 고와요~^^,0
팬입니다 37살아줌마인데 드라마보고팬됐어요ㅜ아이유최고,0
부모님이랑 가족여행가서 너무보기좋네,0
왜 저렇게 이뻐...,0
아이유같은 딸 있음 좋겠네요^^,0
귀엽고 사랑스러운 ♡,0
토끼같애 ♥,0
진짜 이쁘다..,0
예쁘다,0
첫번째 사진 취향저격이다... 예뻐,0
사랑스러워♡♡♡,0
이쁘다,0
데뷔 초기 미아 부를 때보다 계속 점점 더 예뻐지네요~피부도 하얗고~귀염상이라 주변에 아이유씨를 배경화면으로 해놓으신 분들이 꽤 있더라고요~~아이유 같은 귀염상이 대중적으로 인기있는 얼굴 같아요~,0
점점 예뻐지는 사람,0
귀여워 소녀소녀한 아이유,0
고맙다 태어나줘서...,0
론다 그라나다 바르셀로네타해변같으네 . 스페인 좋징ㅜㅜ아이유도 이쁘궁,0
